invoice_id,customer_id,amount,tax_amount,total_amount,status,due_date,date
968,4672,162526.38,21128.43,183654.81,pending,2024-06-05,2024-05-29
969,8999,35505.27,4615.69,40120.96,overdue,2024-09-21,2024-09-06
970,3303,112915.79,14679.05,127594.84,pending,2024-11-11,2024-10-27
971,3932,141399.81,18381.98,159781.79,pending,2024-02-07,2024-01-23
972,6337,151421.93,19684.85,171106.78,paid,2026-01-11,2026-01-04
973,9286,194352.64,25265.84,219618.48,paid,2025-09-28,2025-08-29
974,3151,55534.43,7219.48,62753.91,pending,2025-04-26,2025-03-12
975,9887,12151.09,1579.64,13730.73,paid,2025-01-31,2024-12-17
976,4086,46240.53,6011.27,52251.8,paid,2024-08-08,2024-07-24
977,2948,172558.88,22432.65,194991.53,pending,2025-07-05,2025-06-05
978,6286,123590.28,16066.74,139657.02,paid,2024-05-08,2024-04-08
979,625,156375.36,20328.8,176704.16,partial,2024-05-05,2024-04-28
980,2248,184455.76,23979.25,208435.01,paid,2026-06-13,2026-05-14
981,9658,11578.68,1505.23,13083.91,cancelled,2026-02-20,2026-01-21
982,5146,57905.99,7527.78,65433.77,cancelled,2025-07-04,2025-06-04
983,536,114217.98,14848.34,129066.32,overdue,2026-04-08,2026-02-22
984,9861,123923.87,16110.1,140033.97,pending,2026-06-22,2026-04-23
985,5634,189622.3,24650.9,214273.2,pending,2024-02-18,2024-01-19
986,2347,40962.62,5325.14,46287.76,paid,2025-10-31,2025-10-16
987,3095,18557.42,2412.46,20969.88,partial,2026-01-03,2025-11-19
988,1484,195058.43,25357.6,220416.03,pending,2025-07-30,2025-07-23
989,3871,5433.79,706.39,6140.18,overdue,2025-05-12,2025-04-12
990,6550,39047.74,5076.21,44123.95,pending,2024-05-24,2024-04-09
991,191,42339.49,5504.13,47843.62,paid,2025-10-24,2025-10-09
992,7897,54166.92,7041.7,61208.62,paid,2024-10-23,2024-10-08
993,1176,149657.64,19455.49,169113.13,pending,2025-09-30,2025-09-23
994,2159,54528.23,7088.67,61616.9,overdue,2024-11-02,2024-10-26
995,8008,180059.52,23407.74,203467.26,cancelled,2024-09-01,2024-07-18
996,5072,57366.25,7457.61,64823.86,partial,2025-05-02,2025-03-03
997,1991,55509.88,7216.28,62726.16,overdue,2025-07-15,2025-05-16
998,1371,89484.15,11632.94,101117.09,pending,2026-02-07,2026-01-08
999,1980,59454.63,7729.1,67183.73,paid,2024-07-14,2024-05-15
1000,820,50235.64,6530.63,56766.27,paid,2024-03-08,2024-03-01
1001,5659,85217.31,11078.25,96295.56,paid,2024-11-14,2024-10-30
1002,3173,133884.47,17404.98,151289.45,paid,2026-05-12,2026-03-13
1003,4792,87454.86,11369.13,98823.99,paid,2026-06-12,2026-04-28
1004,626,120318.42,15641.39,135959.81,paid,2024-06-27,2024-05-28
1005,138,174334.69,22663.51,196998.2,paid,2025-10-08,2025-10-01
1006,7829,160104.8,20813.62,180918.42,paid,2025-02-20,2025-02-05
1007,883,55534.78,7219.52,62754.3,paid,2025-01-18,2024-12-04
1008,9989,56012.03,7281.56,63293.59,partial,2024-06-15,2024-05-01
1009,2840,44906.27,5837.82,50744.09,paid,2025-03-15,2025-02-13
1010,3653,48943.62,6362.67,55306.29,pending,2024-02-19,2024-02-04
1011,8609,163457.6,21249.49,184707.09,overdue,2025-05-15,2025-03-16
1012,3260,192026.54,24963.45,216989.99,paid,2025-10-24,2025-10-17
1013,762,119893.04,15586.1,135479.14,paid,2025-03-08,2025-01-07
1014,9129,162416.49,21114.14,183530.63,paid,2025-03-07,2025-02-28
1015,9859,96959.22,12604.7,109563.92,pending,2024-10-10,2024-08-11
1016,206,78357.47,10186.47,88543.94,partial,2025-01-08,2024-12-09
1017,1011,83257.52,10823.48,94081.0,paid,2024-12-14,2024-12-07
1018,7858,52717.95,6853.33,59571.28,pending,2026-04-10,2026-03-26
1019,4742,33862.88,4402.17,38265.05,overdue,2025-05-27,2025-05-20
1020,8732,79886.74,10385.28,90272.02,partial,2025-09-04,2025-07-06
1021,9383,95724.94,12444.24,108169.18,pending,2024-07-03,2024-06-18
1022,2155,158541.99,20610.46,179152.45,pending,2026-07-09,2026-05-10
1023,3597,40444.26,5257.75,45702.01,paid,2025-04-10,2025-03-11
1024,9483,161572.37,21004.41,182576.78,pending,2024-08-23,2024-07-24
1025,7972,84805.2,11024.68,95829.88,overdue,2026-01-11,2025-11-27
1026,6963,165419.28,21504.51,186923.79,cancelled,2026-02-05,2026-01-21
1027,9898,92947.98,12083.24,105031.22,partial,2024-12-31,2024-12-16
1028,9007,176893.5,22996.16,199889.66,paid,2025-01-07,2024-11-23
1029,4978,189598.48,24647.8,214246.28,overdue,2025-01-18,2024-12-04
1030,7625,13642.44,1773.52,15415.96,paid,2025-12-18,2025-12-11
1031,2835,155548.63,20221.32,175769.95,pending,2024-09-13,2024-08-29
1032,9004,180003.38,23400.44,203403.82,paid,2024-09-12,2024-07-14
1033,9625,94514.63,12286.9,106801.53,paid,2026-06-11,2026-05-27
1034,4208,83125.84,10806.36,93932.2,pending,2026-01-16,2026-01-09
1035,5193,25718.97,3343.47,29062.44,partial,2026-04-30,2026-03-16
1036,1215,186855.91,24291.27,211147.18,overdue,2025-11-19,2025-11-12
1037,7520,16913.96,2198.81,19112.77,paid,2025-01-25,2025-01-18
1038,5681,133219.72,17318.56,150538.28,overdue,2024-09-15,2024-08-31
1039,9453,149970.38,19496.15,169466.53,paid,2024-09-01,2024-07-03
1040,6895,136121.67,17695.82,153817.49,paid,2026-05-07,2026-04-07
1041,5685,86751.71,11277.72,98029.43,partial,2024-05-15,2024-03-16
1042,9844,100657.54,13085.48,113743.02,pending,2024-09-03,2024-08-04
1043,6896,166705.82,21671.76,188377.58,paid,2024-06-08,2024-06-01
1044,8855,54146.01,7038.98,61184.99,paid,2026-02-06,2026-01-30
1045,735,24860.79,3231.9,28092.69,pending,2025-06-01,2025-05-25
1046,1011,126626.83,16461.49,143088.32,paid,2026-01-18,2025-12-04
1047,4698,189559.95,24642.79,214202.74,pending,2024-05-28,2024-05-13
1048,3812,77547.9,10081.23,87629.13,pending,2026-07-12,2026-05-13
1049,6992,70477.75,9162.11,79639.86,overdue,2026-06-23,2026-06-08
1050,5340,72175.62,9382.83,81558.45,pending,2024-11-21,2024-10-22
1051,4715,182862.17,23772.08,206634.25,pending,2026-01-29,2025-11-30
1052,6267,137718.07,17903.35,155621.42,pending,2025-07-30,2025-07-15
1053,4953,68381.28,8889.57,77270.85,partial,2025-06-10,2025-04-11
1054,7441,75894.03,9866.22,85760.25,paid,2025-09-14,2025-08-15
1055,7674,116537.43,15149.87,131687.3,partial,2026-03-31,2026-03-16
1056,2879,160567.88,20873.82,181441.7,pending,2026-01-31,2026-01-24
1057,3701,132311.87,17200.54,149512.41,paid,2024-12-31,2024-12-01
1058,7251,142794.5,18563.28,161357.78,partial,2024-03-05,2024-02-19
1059,3974,128163.77,16661.29,144825.06,paid,2024-11-02,2024-09-03
1060,1548,25077.83,3260.12,28337.95,pending,2025-01-08,2025-01-01
1061,6515,23073.13,2999.51,26072.64,pending,2024-03-19,2024-02-03
1062,7205,161457.31,20989.45,182446.76,paid,2025-09-15,2025-08-16
1063,1033,43755.85,5688.26,49444.11,pending,2025-08-28,2025-07-14
1064,9449,173924.2,22610.15,196534.35,cancelled,2024-03-23,2024-02-22
1065,637,18774.97,2440.75,21215.72,partial,2026-05-15,2026-03-16
1066,8664,75046.37,9756.03,84802.4,pending,2026-05-30,2026-04-30
1067,6140,174774.67,22720.71,197495.38,pending,2025-08-02,2025-07-26
1068,7878,187083.04,24320.8,211403.84,pending,2024-09-11,2024-07-13
1069,8771,35968.37,4675.89,40644.26,partial,2024-10-03,2024-09-03
1070,5027,164657.45,21405.47,186062.92,cancelled,2026-07-26,2026-05-27
1071,5315,51066.5,6638.65,57705.15,pending,2024-05-29,2024-04-14
1072,6261,179837.34,23378.85,203216.19,paid,2026-02-17,2026-02-10
1073,6153,126957.76,16504.51,143462.27,paid,2025-01-26,2024-12-27
1074,3523,185639.46,24133.13,209772.59,overdue,2025-02-03,2025-01-27
1075,334,92494.52,12024.29,104518.81,overdue,2024-10-12,2024-08-28
1076,1982,184866.34,24032.62,208898.96,paid,2025-07-30,2025-05-31
1077,5879,61982.36,8057.71,70040.07,paid,2024-09-23,2024-08-24
1078,4817,150755.97,19598.28,170354.25,paid,2025-10-08,2025-08-09
1079,8311,183652.22,23874.79,207527.01,paid,2025-04-11,2025-04-04
1080,5873,198245.05,25771.86,224016.91,partial,2025-09-22,2025-07-24
1081,2393,124681.0,16208.53,140889.53,pending,2025-05-01,2025-04-16
1082,9713,22843.51,2969.66,25813.17,overdue,2024-12-16,2024-12-09
1083,3749,39815.42,5176.0,44991.42,partial,2025-08-05,2025-07-21
1084,1848,157230.06,20439.91,177669.97,overdue,2025-10-01,2025-09-16
1085,5742,76694.51,9970.29,86664.8,overdue,2024-10-11,2024-09-11
1086,8492,21814.5,2835.89,24650.39,paid,2026-01-06,2025-11-07
1087,3452,195742.5,25446.53,221189.03,partial,2026-05-03,2026-03-04
1088,9176,133296.88,17328.59,150625.47,pending,2026-06-27,2026-06-12
1089,7255,183139.45,23808.13,206947.58,paid,2025-02-12,2025-02-05
1090,2440,41733.74,5425.39,47159.13,paid,2025-03-10,2025-02-23
1091,8206,138430.18,17995.92,156426.1,paid,2025-07-18,2025-06-03
1092,6532,167586.4,21786.23,189372.63,overdue,2024-08-27,2024-08-20
1093,1717,103395.13,13441.37,116836.5,paid,2026-06-05,2026-05-21
1094,8546,138246.33,17972.02,156218.35,overdue,2024-05-18,2024-04-03
1095,4014,94116.56,12235.15,106351.71,paid,2024-12-01,2024-11-16
1096,4522,70266.18,9134.6,79400.78,overdue,2026-05-13,2026-03-14
1097,7834,199526.91,25938.5,225465.41,paid,2026-07-19,2026-06-04
1098,5227,85464.17,11110.34,96574.51,pending,2025-09-06,2025-08-30
1099,5507,170523.85,22168.1,192691.95,pending,2025-02-16,2025-02-09
1100,8861,118591.05,15416.84,134007.89,overdue,2025-03-21,2025-01-20
1101,9653,164980.56,21447.47,186428.03,pending,2024-05-13,2024-04-28
1102,944,185223.95,24079.11,209303.06,pending,2024-05-24,2024-04-24
1103,1598,52987.82,6888.42,59876.24,overdue,2024-08-21,2024-08-14
1104,5488,45626.24,5931.41,51557.65,paid,2024-06-03,2024-04-04
1105,7009,133420.35,17344.65,150765.0,partial,2024-06-19,2024-06-04
1106,363,80837.86,10508.92,91346.78,paid,2024-06-21,2024-04-22
1107,805,112775.9,14660.87,127436.77,paid,2025-06-28,2025-06-21
1108,1373,54968.76,7145.94,62114.7,overdue,2024-10-29,2024-09-29
1109,6682,39093.32,5082.13,44175.45,partial,2025-04-24,2025-04-09
1110,2021,129932.0,16891.16,146823.16,pending,2024-05-24,2024-04-24
1111,8367,147886.94,19225.3,167112.24,paid,2025-08-08,2025-07-09
1112,6253,74080.56,9630.47,83711.03,pending,2024-11-03,2024-10-19
1113,7491,1650.21,214.53,1864.74,pending,2025-03-15,2025-01-29
1114,6807,63319.46,8231.53,71550.99,overdue,2026-04-03,2026-03-19
1115,1349,129698.93,16860.86,146559.79,partial,2025-09-01,2025-08-02
1116,5665,81194.34,10555.26,91749.6,overdue,2024-05-10,2024-04-25
1117,3279,20501.92,2665.25,23167.17,paid,2026-03-09,2026-03-02
1118,7510,161914.52,21048.89,182963.41,pending,2026-03-27,2026-02-25
1119,4370,196292.37,25518.01,221810.38,pending,2025-06-11,2025-04-27
1120,1573,56681.08,7368.54,64049.62,paid,2024-06-01,2024-05-25
1121,7961,78748.14,10237.26,88985.4,paid,2025-02-26,2024-12-28
1122,3762,150024.54,19503.19,169527.73,partial,2025-01-16,2024-12-17
1123,9929,45016.76,5852.18,50868.94,partial,2026-03-04,2026-02-17
1124,5028,170529.6,22168.85,192698.45,overdue,2024-03-14,2024-02-28
1125,7102,185603.03,24128.39,209731.42,partial,2026-07-06,2026-06-06
1126,9433,42194.17,5485.24,47679.41,overdue,2025-06-08,2025-05-09
1127,8890,135395.83,17601.46,152997.29,partial,2026-03-30,2026-01-29
1128,6873,175980.42,22877.45,198857.87,pending,2024-02-06,2024-01-30
1129,6590,49778.29,6471.18,56249.47,partial,2024-11-28,2024-11-13
1130,517,70977.46,9227.07,80204.53,pending,2025-10-13,2025-08-14
1131,2588,115329.26,14992.8,130322.06,paid,2025-11-26,2025-11-11
1132,9433,147265.43,19144.51,166409.94,paid,2025-07-20,2025-05-21
1133,3168,133532.97,17359.29,150892.26,paid,2026-06-05,2026-05-21
1134,1474,193731.05,25185.04,218916.09,paid,2025-05-14,2025-04-14
1135,4727,69891.46,9085.89,78977.35,paid,2024-02-25,2024-02-10
1136,4566,20856.83,2711.39,23568.22,paid,2024-11-02,2024-10-18
1137,6409,50957.33,6624.45,57581.78,partial,2024-10-17,2024-09-17
1138,5301,71689.29,9319.61,81008.9,overdue,2025-09-04,2025-08-28
1139,3054,79226.94,10299.5,89526.44,pending,2025-11-10,2025-09-11
1140,7271,24686.33,3209.22,27895.55,paid,2026-07-07,2026-05-08
1141,6836,150438.01,19556.94,169994.95,paid,2025-05-08,2025-03-09
1142,5625,48077.84,6250.12,54327.96,paid,2026-07-23,2026-06-08
1143,7623,16138.56,2098.01,18236.57,paid,2025-10-16,2025-08-17
1144,9540,105009.04,13651.18,118660.22,paid,2025-08-10,2025-07-26
1145,6641,10778.34,1401.18,12179.52,paid,2024-10-18,2024-09-18
1146,2283,7843.19,1019.61,8862.8,pending,2026-05-07,2026-04-07
1147,3,189198.05,24595.75,213793.8,paid,2024-01-20,2024-01-13
1148,3855,5028.59,653.72,5682.31,partial,2026-02-14,2026-01-30
1149,7501,111052.37,14436.81,125489.18,overdue,2024-05-06,2024-04-29
1150,8137,170640.28,22183.24,192823.52,pending,2024-10-23,2024-08-24
1151,5963,31844.06,4139.73,35983.79,partial,2026-07-07,2026-06-07
1152,7698,144384.08,18769.93,163154.01,partial,2024-05-14,2024-03-30
1153,881,34417.61,4474.29,38891.9,paid,2025-01-30,2025-01-23
1154,9029,46075.43,5989.81,52065.24,paid,2025-06-24,2025-05-25
1155,65,97415.33,12663.99,110079.32,partial,2025-07-08,2025-05-09
1156,8632,153201.79,19916.23,173118.02,paid,2024-09-08,2024-08-09
1157,402,69192.64,8995.04,78187.68,partial,2025-09-24,2025-08-25
1158,2632,11430.17,1485.92,12916.09,paid,2025-11-25,2025-09-26
1159,4855,53106.66,6903.87,60010.53,pending,2024-12-31,2024-11-01
1160,9750,148192.72,19265.05,167457.77,pending,2024-07-14,2024-07-07
1161,6715,80124.54,10416.19,90540.73,overdue,2025-04-23,2025-03-09
1162,7990,174325.34,22662.29,196987.63,paid,2025-02-24,2025-02-09
1163,4292,46030.62,5983.98,52014.6,pending,2025-07-20,2025-05-21
1164,2881,192805.12,25064.67,217869.79,overdue,2025-02-16,2024-12-18
1165,3909,155013.33,20151.73,175165.06,paid,2026-04-29,2026-04-14
1166,1348,120305.33,15639.69,135945.02,paid,2025-08-10,2025-07-11
1167,5399,186237.51,24210.88,210448.39,paid,2026-07-11,2026-05-12
1168,2055,131022.69,17032.95,148055.64,pending,2025-11-12,2025-09-13
1169,564,98150.37,12759.55,110909.92,paid,2025-06-18,2025-05-19
1170,5742,64301.44,8359.19,72660.63,cancelled,2025-08-13,2025-06-14
1171,54,53466.07,6950.59,60416.66,paid,2026-01-04,2025-12-20
1172,50,194049.02,25226.37,219275.39,pending,2025-04-04,2025-02-03
1173,4917,199861.99,25982.06,225844.05,paid,2024-03-30,2024-02-14
1174,1672,105234.93,13680.54,118915.47,partial,2025-01-29,2024-11-30
1175,5688,109417.94,14224.33,123642.27,paid,2025-11-22,2025-09-23
1176,4977,54631.96,7102.15,61734.11,paid,2025-01-27,2024-12-28
1177,8457,128407.01,16692.91,145099.92,paid,2024-10-05,2024-08-21
1178,7058,141312.4,18370.61,159683.01,partial,2024-04-10,2024-02-10
1179,3827,192170.15,24982.12,217152.27,overdue,2025-11-29,2025-10-15
1180,4371,190678.63,24788.22,215466.85,paid,2026-07-16,2026-06-01
1181,3370,151068.96,19638.96,170707.92,overdue,2025-08-26,2025-07-12
1182,48,44446.21,5778.01,50224.22,partial,2024-01-16,2024-01-09
1183,2063,174149.92,22639.49,196789.41,paid,2026-01-05,2025-12-29
1184,6061,38775.23,5040.78,43816.01,paid,2024-11-02,2024-10-03
1185,2848,185912.12,24168.58,210080.7,pending,2024-06-09,2024-04-10
1186,8353,90092.23,11711.99,101804.22,pending,2025-06-04,2025-05-20
1187,2882,54687.47,7109.37,61796.84,pending,2025-07-06,2025-06-21
1188,8481,25253.88,3283.0,28536.88,overdue,2024-08-04,2024-06-05
1189,8587,148468.4,19300.89,167769.29,pending,2025-12-16,2025-11-01
1190,9835,59674.31,7757.66,67431.97,pending,2026-01-19,2025-12-20
1191,7001,108631.55,14122.1,122753.65,overdue,2025-12-30,2025-11-30
1192,7088,141026.08,18333.39,159359.47,pending,2025-03-09,2025-01-23
1193,5034,89576.3,11644.92,101221.22,paid,2025-10-12,2025-09-27
1194,7484,82325.66,10702.34,93028.0,pending,2025-07-29,2025-06-29
1195,4290,67281.23,8746.56,76027.79,partial,2025-06-07,2025-04-23
1196,5921,173826.99,22597.51,196424.5,overdue,2026-02-10,2026-01-26
1197,722,136164.74,17701.42,153866.16,paid,2025-03-26,2025-01-25
1198,7620,85183.31,11073.83,96257.14,pending,2026-06-06,2026-05-22
1199,8690,36789.62,4782.65,41572.27,paid,2025-12-25,2025-12-10
1200,6183,12704.2,1651.55,14355.75,pending,2024-09-20,2024-07-22
1201,1903,7629.96,991.89,8621.85,paid,2025-03-25,2025-02-08
1202,5274,172120.42,22375.65,194496.07,paid,2024-08-22,2024-07-23
1203,9588,75559.47,9822.73,85382.2,partial,2024-09-16,2024-07-18
1204,9703,154177.81,20043.12,174220.93,overdue,2024-08-11,2024-08-04
1205,6638,85084.63,11061.0,96145.63,overdue,2025-05-07,2025-04-22
1206,7448,118387.73,15390.4,133778.13,pending,2025-01-25,2024-11-26
1207,3659,144102.89,18733.38,162836.27,paid,2025-11-13,2025-10-29
1208,9051,117698.14,15300.76,132998.9,paid,2026-02-21,2026-01-07
1209,9447,185346.39,24095.03,209441.42,pending,2026-05-05,2026-04-05
1210,9860,145780.65,18951.48,164732.13,paid,2024-02-28,2024-01-29
1211,4133,137996.06,17939.49,155935.55,paid,2025-09-14,2025-08-15
1212,6253,108750.08,14137.51,122887.59,partial,2025-06-24,2025-05-10
1213,6220,100196.98,13025.61,113222.59,paid,2026-06-27,2026-05-28
1214,265,3068.78,398.94,3467.72,paid,2025-09-19,2025-09-04
1215,2511,67131.89,8727.15,75859.04,paid,2024-01-27,2024-01-12
1216,6336,148007.36,19240.96,167248.32,pending,2024-08-14,2024-07-30
1217,4085,83828.3,10897.68,94725.98,paid,2026-03-31,2026-01-30
1218,3983,123890.12,16105.72,139995.84,overdue,2025-11-19,2025-11-04
1219,8120,60753.67,7897.98,68651.65,paid,2025-08-10,2025-08-03
1220,5483,103682.07,13478.67,117160.74,pending,2026-01-16,2026-01-09
1221,1340,152617.43,19840.27,172457.7,paid,2025-12-06,2025-11-06
1222,3350,125601.48,16328.19,141929.67,pending,2025-06-10,2025-04-11
1223,3516,3593.42,467.14,4060.56,overdue,2026-05-04,2026-03-20
1224,6876,13721.25,1783.76,15505.01,pending,2025-09-03,2025-08-27
1225,6773,172761.46,22458.99,195220.45,pending,2024-12-13,2024-11-13
1226,1275,51873.5,6743.56,58617.06,paid,2024-06-03,2024-05-27
1227,8125,53242.86,6921.57,60164.43,pending,2026-02-01,2026-01-02
1228,1667,166585.2,21656.08,188241.28,cancelled,2025-11-30,2025-11-23
1229,9222,96045.45,12485.91,108531.36,paid,2024-04-19,2024-04-12
1230,1566,46356.7,6026.37,52383.07,partial,2026-06-05,2026-05-29
1231,2784,83835.97,10898.68,94734.65,pending,2025-09-14,2025-08-30
1232,5227,191942.97,24952.59,216895.56,cancelled,2025-12-19,2025-12-04
1233,2290,79653.18,10354.91,90008.09,paid,2025-09-09,2025-07-26
1234,5571,30497.94,3964.73,34462.67,paid,2024-04-20,2024-02-20
1235,8681,169531.79,22039.13,191570.92,partial,2025-01-02,2024-12-03
1236,5306,106953.59,13903.97,120857.56,paid,2026-01-09,2025-12-25
1237,7761,39737.7,5165.9,44903.6,overdue,2024-02-25,2024-02-18
1238,692,137422.94,17864.98,155287.92,pending,2026-03-20,2026-03-05
1239,6970,199308.97,25910.17,225219.14,paid,2024-10-07,2024-08-23
1240,3035,121003.19,15730.41,136733.6,overdue,2026-07-06,2026-06-06
1241,6307,4769.44,620.03,5389.47,overdue,2026-01-22,2025-11-23
1242,3674,109045.88,14175.96,123221.84,partial,2024-02-29,2024-02-22
1243,8950,20085.28,2611.09,22696.37,paid,2025-04-27,2025-04-12
1244,4132,70198.35,9125.79,79324.14,paid,2025-07-19,2025-05-20
1245,933,106040.42,13785.25,119825.67,paid,2025-12-03,2025-10-19
1246,8116,41944.75,5452.82,47397.57,paid,2025-05-20,2025-04-20
1247,6188,78990.22,10268.73,89258.95,pending,2025-10-23,2025-09-08
1248,9025,40922.82,5319.97,46242.79,paid,2024-04-15,2024-02-15
1249,8329,95052.42,12356.81,107409.23,partial,2024-11-02,2024-09-18
1250,4391,36614.53,4759.89,41374.42,paid,2025-07-05,2025-05-21
1251,2495,117019.95,15212.59,132232.54,pending,2024-06-21,2024-06-14
1252,7081,168294.18,21878.24,190172.42,overdue,2025-03-07,2025-02-20
1253,5169,127736.62,16605.76,144342.38,overdue,2025-11-19,2025-10-05
1254,3287,173146.34,22509.02,195655.36,pending,2024-05-17,2024-04-17
1255,3649,29392.91,3821.08,33213.99,paid,2024-09-01,2024-07-18
1256,6547,59842.37,7779.51,67621.88,paid,2024-08-01,2024-07-25
1257,1898,155043.82,20155.7,175199.52,paid,2026-03-02,2026-01-01
1258,4137,13671.73,1777.32,15449.05,pending,2026-04-28,2026-03-14
1259,1382,153101.31,19903.17,173004.48,overdue,2026-04-28,2026-03-29
1260,7180,145692.75,18940.06,164632.81,paid,2024-07-30,2024-06-30
1261,3795,56553.69,7351.98,63905.67,paid,2026-07-11,2026-05-27
1262,4249,77140.74,10028.3,87169.04,paid,2024-10-26,2024-09-26
1263,9688,154421.37,20074.78,174496.15,pending,2025-01-24,2025-01-09
1264,442,91598.23,11907.77,103506.0,paid,2025-10-25,2025-09-25
1265,3747,49071.08,6379.24,55450.32,overdue,2024-01-12,2024-01-05
1266,8358,73382.99,9539.79,82922.78,partial,2026-05-19,2026-04-19
1267,7133,27043.31,3515.63,30558.94,cancelled,2024-11-25,2024-10-11
1268,8183,52800.19,6864.02,59664.21,paid,2024-05-12,2024-03-13
1269,1234,115655.72,15035.24,130690.96,overdue,2025-04-16,2025-04-09
1270,6503,87905.94,11427.77,99333.71,partial,2025-06-29,2025-06-14
1271,6628,122931.59,15981.11,138912.7,pending,2024-03-28,2024-01-28
1272,2689,70673.23,9187.52,79860.75,paid,2025-10-21,2025-08-22
1273,9956,101257.36,13163.46,114420.82,pending,2024-04-18,2024-03-04
1274,6283,112404.28,14612.56,127016.84,paid,2026-05-31,2026-04-01
1275,6915,122273.75,15895.59,138169.34,paid,2026-06-27,2026-05-28
1276,1830,188077.77,24450.11,212527.88,partial,2025-06-20,2025-05-06
1277,5816,60722.01,7893.86,68615.87,cancelled,2025-08-07,2025-07-23
1278,7096,14772.86,1920.47,16693.33,pending,2025-05-18,2025-04-03
1279,7104,111854.29,14541.06,126395.35,pending,2024-06-16,2024-06-01
1280,3814,185831.08,24158.04,209989.12,paid,2025-01-14,2024-11-15
1281,6763,199945.35,25992.9,225938.25,paid,2026-03-23,2026-02-21
1282,3215,58147.72,7559.2,65706.92,paid,2024-03-04,2024-02-03
1283,9009,101078.15,13140.16,114218.31,paid,2024-11-06,2024-10-30
1284,1367,81691.84,10619.94,92311.78,cancelled,2024-04-08,2024-03-24
1285,350,8405.69,1092.74,9498.43,paid,2025-02-23,2025-01-24
1286,4310,194657.41,25305.46,219962.87,paid,2025-12-18,2025-11-03
1287,6576,35114.7,4564.91,39679.61,overdue,2025-06-03,2025-05-19
1288,6370,97216.44,12638.14,109854.58,overdue,2025-10-03,2025-09-26
1289,496,179269.44,23305.03,202574.47,pending,2025-08-19,2025-08-12
1290,5930,124888.6,16235.52,141124.12,paid,2025-06-22,2025-04-23
1291,5738,55786.0,7252.18,63038.18,paid,2025-12-24,2025-11-24
1292,9796,33628.37,4371.69,38000.06,pending,2024-04-14,2024-03-30
1293,699,68621.92,8920.85,77542.77,paid,2025-07-25,2025-07-18
1294,2399,136530.52,17748.97,154279.49,paid,2024-03-04,2024-01-04
1295,9590,113106.19,14703.8,127809.99,cancelled,2024-07-14,2024-06-29
1296,3213,184775.58,24020.83,208796.41,pending,2024-02-07,2024-01-08
1297,9747,61285.88,7967.16,69253.04,partial,2026-05-06,2026-04-06
1298,3483,149706.08,19461.79,169167.87,pending,2024-05-17,2024-04-02
1299,4313,47986.7,6238.27,54224.97,paid,2024-03-26,2024-02-25
1300,2206,174988.15,22748.46,197736.61,overdue,2024-08-08,2024-07-24
1301,5033,88731.51,11535.1,100266.61,pending,2026-02-24,2026-02-09
1302,7948,166274.13,21615.64,187889.77,pending,2026-06-16,2026-06-09
1303,915,100067.9,13008.83,113076.73,pending,2024-06-07,2024-04-08
1304,2515,169723.48,22064.05,191787.53,partial,2024-03-27,2024-03-20
1305,8536,77170.64,10032.18,87202.82,pending,2025-02-11,2024-12-28
1306,7716,910.54,118.37,1028.91,paid,2026-03-05,2026-02-03
1307,4221,88102.37,11453.31,99555.68,pending,2024-01-18,2024-01-11
1308,5895,28449.48,3698.43,32147.91,paid,2025-08-16,2025-06-17
1309,5190,154997.61,20149.69,175147.3,paid,2025-07-25,2025-06-25
1310,8809,8044.34,1045.76,9090.1,paid,2025-02-10,2025-02-03
1311,6702,9149.79,1189.47,10339.26,paid,2026-02-17,2026-02-10
1312,1754,109452.85,14228.87,123681.72,overdue,2025-12-14,2025-10-30
1313,2079,195300.73,25389.09,220689.82,cancelled,2025-05-19,2025-03-20
1314,4869,199623.3,25951.03,225574.33,cancelled,2025-02-20,2025-02-05
1315,4352,198652.18,25824.78,224476.96,paid,2025-04-01,2025-02-15
1316,2191,41595.6,5407.43,47003.03,paid,2024-09-12,2024-07-29
1317,6871,58031.26,7544.06,65575.32,paid,2024-04-22,2024-03-23
1318,7602,74816.61,9726.16,84542.77,paid,2024-11-22,2024-11-15
1319,5177,62257.04,8093.42,70350.46,partial,2024-06-11,2024-05-12
1320,7082,84499.58,10984.95,95484.53,overdue,2024-12-28,2024-12-21
1321,2776,15302.53,1989.33,17291.86,overdue,2024-11-14,2024-10-30
1322,3876,13675.56,1777.82,15453.38,paid,2024-09-27,2024-09-20
1323,7976,107818.85,14016.45,121835.3,paid,2026-01-29,2025-11-30
1324,63,120530.89,15669.02,136199.91,pending,2025-03-19,2025-02-02
1325,4422,151171.39,19652.28,170823.67,partial,2026-05-09,2026-03-10
1326,6472,166054.91,21587.14,187642.05,overdue,2025-11-20,2025-11-13
1327,4565,95807.61,12454.99,108262.6,pending,2026-03-31,2026-02-14
1328,1695,114900.72,14937.09,129837.81,pending,2026-04-01,2026-03-17
1329,1757,142168.52,18481.91,160650.43,cancelled,2025-06-02,2025-04-03
1330,777,3067.86,398.82,3466.68,overdue,2026-03-11,2026-02-09
1331,9203,183188.25,23814.47,207002.72,paid,2025-08-18,2025-08-11
1332,9329,42639.13,5543.09,48182.22,paid,2026-01-14,2026-01-07
1333,5955,18466.93,2400.7,20867.63,paid,2025-03-28,2025-02-11
1334,5487,162889.01,21175.57,184064.58,overdue,2025-03-16,2025-01-15
