sale_id,customer_id,product_id,quantity,amount,date
19633,9008,314,8,20917.12,2024-05-10
19634,1981,2766,1,41780.03,2026-01-06
19635,5818,4479,16,722504.96,2024-04-26
19636,1860,1425,15,183661.65,2024-04-14
19637,2973,1330,11,433942.96,2025-08-18
19638,6981,4296,12,573968.4,2025-12-10
19639,8895,2556,20,234157.6,2025-11-14
19640,7191,560,17,530970.35,2025-03-08
19641,1565,4913,7,247962.4,2026-03-27
19642,2901,2378,20,403441.8,2024-04-18
19643,9628,286,15,297231.0,2025-01-13
19644,7548,4310,17,265489.68,2025-11-20
19645,3867,173,15,532787.7,2024-05-10
19646,4628,4703,11,396226.93,2025-08-31
19647,850,4807,4,181189.56,2024-08-25
19648,9746,1365,2,73340.64,2025-10-28
19649,32,3588,13,156669.63,2026-01-12
19650,8768,2356,11,347843.87,2026-01-26
19651,7735,9,14,143721.62,2025-10-24
19652,8496,670,8,15599.52,2025-11-06
19653,4671,4852,18,204945.84,2026-04-15
19654,3200,452,6,294861.54,2024-10-16
19655,1111,525,12,342085.92,2025-08-23
19656,5629,587,16,793647.2,2025-10-20
19657,6807,1465,4,186059.48,2025-03-06
19658,8109,2617,6,81908.82,2026-02-04
19659,6222,3142,4,83863.32,2025-01-08
19660,2958,1443,12,78731.28,2025-09-08
19661,2501,4305,4,184642.04,2026-02-09
19662,5159,4898,2,43462.24,2025-04-29
19663,4516,4231,10,18207.3,2024-12-16
19664,4840,2447,10,101357.1,2024-10-25
19665,2775,529,7,142119.95,2025-12-11
19666,2808,4266,13,584939.03,2024-03-21
19667,2013,588,19,855228.38,2025-09-02
19668,7616,4402,11,406609.39,2024-10-06
19669,143,179,3,143440.08,2024-10-25
19670,7996,4347,15,620562.6,2026-01-23
19671,9328,4760,9,372151.53,2025-11-10
19672,7716,4019,7,90408.85,2024-06-22
19673,6331,292,14,75646.9,2025-12-24
19674,4753,313,7,20454.7,2025-09-21
19675,9551,3251,6,61572.66,2026-01-10
19676,1218,1813,20,152839.0,2024-02-24
19677,8868,3914,12,97493.16,2026-01-09
19678,1704,4409,16,175468.0,2025-12-16
19679,9984,675,2,91619.34,2026-01-21
19680,823,98,9,65041.83,2024-10-01
19681,289,4125,19,579460.86,2024-11-18
19682,384,2686,13,275197.91,2025-07-08
19683,5539,2272,3,148486.23,2025-10-13
19684,9161,1177,20,172606.2,2024-04-16
19685,9613,2734,19,644514.39,2024-01-31
19686,5614,1924,10,16397.8,2025-01-03
19687,4473,707,14,533260.42,2026-04-23
19688,3488,4889,15,287344.2,2025-12-07
19689,4084,4126,13,532518.22,2025-09-21
19690,7474,2984,14,674822.82,2025-02-12
19691,1700,321,17,740150.93,2025-03-17
19692,7583,3049,5,2329.55,2024-08-28
19693,6861,3225,9,271697.22,2025-05-19
19694,321,2352,7,89241.6,2025-05-02
19695,858,2723,7,325558.52,2025-08-18
19696,1267,2106,15,260911.05,2024-09-16
19697,1460,1868,19,654861.6,2025-07-09
19698,6204,3662,18,709820.46,2025-02-10
19699,8008,2301,14,231145.88,2026-02-18
19700,8223,4223,18,692717.94,2025-10-05
19701,9808,3519,2,30043.12,2026-03-21
19702,3611,567,15,212913.75,2024-03-22
19703,1934,3848,8,38334.32,2025-10-11
19704,6905,138,16,47077.92,2025-04-08
19705,8179,1433,18,613567.26,2025-03-05
19706,1970,2973,17,137648.49,2024-06-29
19707,8375,370,4,60341.16,2025-12-25
19708,5286,2941,18,500279.94,2024-07-10
19709,9107,3041,12,44228.28,2026-04-09
19710,6926,3686,2,70420.86,2024-10-12
19711,1895,2685,9,62737.29,2026-01-25
19712,2164,4979,4,62937.36,2026-02-23
19713,5862,1869,4,45373.28,2025-04-14
19714,3020,1020,19,517283.93,2024-06-26
19715,4398,3309,20,121492.4,2026-05-17
19716,1773,2676,2,68191.5,2026-02-10
19717,6301,2835,1,41921.48,2025-08-18
19718,1004,238,4,73039.32,2025-04-05
19719,1489,1461,4,40984.32,2026-06-12
19720,4868,4137,9,210329.19,2025-07-05
19721,3287,340,3,61114.59,2025-08-26
19722,1135,3290,13,176695.48,2024-05-10
19723,9077,4141,1,322.34,2024-11-16
19724,4569,1217,20,304723.4,2024-06-11
19725,181,1509,12,129058.8,2024-07-26
19726,3793,1650,5,235446.05,2024-03-31
19727,923,3146,11,312343.79,2024-04-25
19728,2465,4240,5,92526.7,2025-04-02
19729,937,4223,7,339603.18,2026-05-20
19730,6712,2217,19,830498.55,2025-05-08
19731,6385,4627,10,413104.9,2025-05-28
19732,7958,4142,16,593972.64,2024-12-20
19733,9354,3462,12,196258.68,2024-09-29
19734,9304,4104,8,187122.72,2024-06-24
19735,8312,2923,14,26388.46,2024-07-06
19736,7587,1247,15,291746.25,2026-01-15
19737,7321,2674,4,75140.24,2025-09-23
19738,5316,2248,1,26378.26,2025-10-04
19739,166,1560,6,95848.14,2026-01-08
19740,2100,2052,17,210865.79,2024-06-04
19741,1889,3543,2,73633.1,2025-03-25
19742,9031,3046,5,12011.0,2024-09-12
19743,8129,2289,3,106234.14,2026-03-05
19744,3442,2304,5,39468.85,2025-03-27
19745,2663,2490,16,600053.12,2025-01-15
19746,3989,1198,2,24647.5,2024-06-21
19747,369,4878,3,125079.27,2025-01-11
19748,2923,1675,10,341361.3,2025-08-19
19749,1691,2504,20,951571.0,2024-03-09
19750,9708,4720,9,320754.87,2026-04-29
19751,3033,1581,14,162344.14,2024-12-27
19752,8854,1211,11,320775.84,2024-09-10
19753,388,3491,5,182797.4,2024-01-23
19754,7101,345,16,792942.88,2025-02-17
19755,9726,2719,11,463815.77,2025-11-14
19756,9089,3336,14,438499.46,2025-06-06
19757,2572,1131,5,20405.5,2025-01-18
19758,2796,3131,19,329903.27,2026-06-11
19759,3427,4432,20,638265.0,2024-07-12
19760,854,2162,16,774554.4,2026-03-11
19761,3820,2718,12,16120.2,2024-12-15
19762,4004,425,19,353515.14,2025-10-08
19763,7510,3293,9,155872.26,2025-02-16
19764,8841,826,2,85475.96,2026-01-28
19765,9823,1771,11,283185.1,2025-01-14
19766,4272,1962,17,301827.69,2024-11-30
19767,5460,2631,14,316434.44,2026-05-20
19768,1223,663,9,115322.22,2024-11-13
19769,6898,428,6,211852.08,2024-02-12
19770,7919,4087,11,136862.66,2025-05-16
19771,3584,2653,7,235247.04,2024-07-25
19772,1832,2394,11,530498.21,2026-04-10
19773,5382,1137,18,334932.48,2025-04-09
19774,7588,2816,10,404714.3,2026-06-13
19775,5310,2207,3,35092.83,2024-03-22
19776,310,4519,2,22729.96,2026-05-02
19777,8853,611,1,11147.32,2024-06-01
19778,3590,4705,9,211240.44,2024-01-18
19779,9423,4713,16,96879.04,2024-06-30
19780,5258,819,12,492319.92,2024-04-28
19781,2325,1662,2,43655.04,2024-10-12
19782,1820,941,9,54916.02,2024-05-19
19783,7187,676,2,39366.06,2024-03-11
19784,5693,1167,13,209185.6,2025-09-11
19785,3290,1436,7,106929.62,2024-08-19
19786,5715,4247,16,422753.76,2024-11-07
19787,1306,2965,5,222856.0,2025-02-26
19788,7146,2406,2,69098.1,2026-02-02
19789,5660,4842,15,388668.15,2025-10-24
19790,828,3117,18,834440.04,2024-04-03
19791,3350,1938,14,464512.3,2024-11-02
19792,3855,3226,4,83223.72,2025-09-29
19793,346,3036,20,524903.4,2024-10-24
19794,2524,193,4,123135.68,2025-04-22
19795,9859,927,14,344152.9,2025-06-20
19796,787,3745,16,125982.56,2024-02-14
19797,3438,1034,11,414892.72,2026-02-01
19798,5217,161,18,50105.34,2024-09-03
19799,5899,4983,17,274448.51,2024-05-04
19800,9538,1688,4,132225.52,2026-01-06
19801,8373,1142,12,580779.96,2025-01-29
19802,3920,1293,15,143811.3,2024-08-23
19803,1021,1034,1,30788.74,2025-07-06
19804,5516,3575,12,83391.36,2026-02-02
19805,9878,1128,4,194540.04,2024-07-30
19806,5903,384,16,720880.32,2025-11-15
19807,8843,2803,20,320495.2,2024-10-23
19808,1377,196,7,304394.93,2025-08-23
19809,905,3695,10,363692.6,2024-09-07
19810,4438,2649,13,480354.42,2024-08-05
19811,6850,1494,3,10670.31,2026-03-07
19812,5919,2535,13,313409.46,2024-02-21
19813,3235,3137,6,289672.62,2024-04-16
19814,946,2077,12,5772.36,2025-10-30
19815,6995,3523,11,377984.97,2025-10-23
19816,1762,4858,17,313469.12,2025-01-07
19817,8466,1581,2,6516.9,2024-11-12
19818,1169,69,14,244531.98,2024-04-28
19819,8651,4639,14,28219.94,2026-05-07
19820,9073,2502,12,558177.12,2024-12-01
19821,6698,3211,9,350461.53,2025-08-24
19822,4957,419,5,97660.55,2025-05-10
19823,6973,2083,14,74618.04,2025-09-12
19824,9641,1129,9,413427.6,2025-05-14
19825,7350,2942,1,46578.07,2026-02-25
19826,4832,3721,12,121737.48,2024-08-04
19827,5325,4100,3,112453.26,2024-06-16
19828,3757,3956,1,47163.21,2024-03-22
19829,7509,1408,1,23232.16,2025-10-08
19830,5797,3266,12,481583.52,2025-11-11
19831,8623,4536,8,244810.4,2026-04-05
19832,5112,1177,8,311127.36,2025-04-24
19833,462,4282,5,26847.7,2024-11-12
19834,811,4850,8,293849.44,2025-10-29
19835,4576,2985,12,454096.2,2025-09-29
19836,9701,2008,17,654407.01,2024-02-25
19837,2033,2668,4,73340.2,2026-01-16
19838,7352,3890,7,257426.61,2025-01-04
19839,9029,830,8,248408.16,2026-06-13
19840,7373,1731,18,155928.78,2024-01-20
19841,39,4441,12,281380.92,2024-09-29
19842,6492,3183,2,25039.24,2024-01-14
19843,26,657,3,148601.73,2026-01-02
19844,415,3929,8,341965.76,2026-03-29
19845,8446,845,6,265475.64,2025-08-19
19846,5040,3029,4,18427.48,2026-01-28
19847,5252,2259,19,162657.48,2025-11-03
19848,8871,3557,20,970667.4,2024-06-28
19849,84,1590,7,33684.91,2026-01-25
19850,4139,3289,5,103554.65,2025-06-11
19851,6410,4584,1,13179.62,2024-08-01
19852,1698,3755,15,218702.55,2024-05-06
19853,7608,1364,12,481690.32,2024-06-25
19854,3170,4081,7,38735.13,2025-09-20
19855,4229,122,13,209957.41,2025-12-22
19856,1338,1320,3,133471.29,2024-01-03
19857,428,1111,2,56122.58,2025-09-12
19858,7701,2217,12,218288.64,2024-04-27
19859,6606,3215,4,10476.16,2024-12-06
19860,8115,2734,15,9771.45,2024-06-20
19861,3426,406,13,82418.96,2025-02-11
19862,7108,4219,3,99387.54,2024-04-18
19863,8012,309,1,35207.77,2024-04-14
19864,5512,4304,15,483944.85,2024-10-02
19865,8356,4537,16,228974.72,2024-10-26
19866,6067,3196,5,233486.4,2024-01-10
19867,6652,1063,14,683767.84,2025-09-25
19868,4723,1718,1,15405.55,2025-03-11
19869,1725,4785,11,14602.28,2024-10-16
19870,7837,4231,6,20531.34,2025-02-12
19871,3468,2122,12,67901.16,2025-10-11
19872,4660,393,1,34723.04,2024-03-08
19873,9273,149,13,645177.78,2024-03-30
19874,9254,4044,4,174749.0,2024-06-14
19875,1030,2237,11,139627.4,2026-01-16
19876,3000,98,3,124996.26,2026-03-04
19877,4489,4044,11,549533.71,2025-10-26
19878,7236,2601,14,76638.66,2024-07-07
19879,6461,2116,7,43756.72,2024-08-11
19880,2885,4859,12,483565.44,2026-04-07
19881,4586,545,9,437384.7,2026-04-13
19882,3324,4364,14,256059.02,2024-04-24
19883,7100,1528,5,243761.7,2025-10-22
19884,8995,2498,4,34719.08,2024-01-27
19885,1876,1788,17,688704.34,2025-02-18
19886,2355,4226,14,553010.64,2024-05-30
19887,3180,4274,13,593775.91,2026-05-21
19888,1095,116,15,609136.05,2025-06-23
19889,9424,1215,3,114971.88,2026-05-19
19890,3223,514,3,3516.36,2024-06-02
19891,5657,1885,14,424363.24,2025-05-25
19892,3744,1095,6,156085.26,2025-11-30
19893,2631,4816,14,480428.06,2024-02-18
19894,1652,2991,17,261794.39,2025-02-12
19895,8866,2663,3,13787.01,2026-03-16
19896,440,1059,6,70634.52,2024-09-17
19897,1774,3816,20,451133.4,2024-06-19
19898,9422,1719,4,140609.76,2024-11-16
19899,4165,2911,19,483219.78,2024-07-07
19900,8429,2544,16,537036.32,2026-02-03
19901,2228,3010,2,96831.28,2024-06-27
19902,316,4048,9,257085.54,2026-02-08
19903,9874,3600,15,686903.4,2025-05-07
19904,2155,4413,11,61314.99,2025-11-24
19905,4471,2829,3,139315.11,2025-08-17
19906,4211,641,3,61000.41,2025-12-02
19907,639,716,6,276603.0,2024-12-08
19908,7152,3189,17,697824.5,2026-04-11
19909,786,2947,2,53496.34,2024-07-26
19910,9707,2132,1,15405.12,2025-04-10
19911,9785,4128,8,95405.12,2025-08-30
19912,7068,3901,17,600807.03,2024-03-08
19913,9366,3067,3,46417.08,2025-08-04
19914,5537,4405,16,276199.84,2024-01-12
19915,148,866,4,25834.08,2025-09-15
19916,1266,3786,10,416704.0,2026-06-07
19917,4341,4512,3,4612.35,2026-02-03
19918,8708,1332,19,197953.59,2025-03-03
19919,643,4478,2,38568.52,2025-07-19
19920,4693,1026,10,356285.8,2025-03-20
19921,1171,3331,3,118431.45,2025-03-20
19922,7846,4156,17,666691.21,2025-09-02
19923,1567,995,5,54325.95,2026-01-06
19924,9483,4999,10,428130.0,2025-09-15
19925,9531,191,7,4047.61,2024-12-25
19926,3438,2141,13,43446.91,2025-09-04
19927,6900,1044,18,607940.64,2024-11-07
19928,9589,868,15,308706.3,2024-10-01
19929,8785,3102,9,65053.53,2024-11-30
19930,8488,984,13,550839.9,2025-04-07
19931,9383,870,8,22314.64,2024-09-08
19932,2245,253,6,64418.46,2025-05-06
19933,2494,3059,6,200955.96,2025-10-16
19934,3989,281,1,31468.93,2024-12-17
19935,6828,2638,2,62020.74,2024-05-12
19936,6058,1733,16,239147.36,2026-05-08
19937,2487,1065,1,40596.91,2024-03-15
19938,9353,716,1,5853.67,2025-09-21
19939,6870,3057,6,198777.6,2025-02-14
19940,516,490,6,284374.32,2024-07-21
19941,5315,84,13,124593.56,2025-04-04
19942,7221,269,4,172404.52,2024-04-05
19943,5507,3772,9,383167.08,2026-01-04
19944,5836,3332,11,104819.77,2025-06-03
19945,1803,645,9,70125.39,2024-03-06
19946,7754,185,14,94760.82,2024-04-29
19947,4645,3840,11,393845.98,2026-03-14
19948,9172,4386,3,103044.63,2025-07-07
19949,2481,4521,19,599537.97,2024-11-22
19950,9824,2914,3,3366.33,2026-01-12
19951,4887,29,20,917554.8,2025-03-28
19952,5369,4759,14,269939.88,2024-12-27
19953,7619,4757,19,199405.57,2024-02-04
19954,3302,925,2,13772.6,2024-10-27
19955,9265,3421,20,733200.6,2025-05-22
19956,7869,4674,12,33373.2,2025-01-31
19957,7073,3321,4,60778.4,2025-02-27
19958,5499,1872,6,29305.14,2026-02-27
19959,7231,73,10,479235.7,2024-12-25
19960,9591,3238,2,28284.96,2025-05-09
19961,7038,964,18,582555.96,2025-02-26
19962,2654,1469,8,280378.08,2025-12-31
19963,9453,4926,3,89636.76,2025-11-03
19964,7309,481,7,65094.4,2024-02-28
19965,8164,4423,7,53911.2,2026-06-01
19966,3948,1117,16,340883.04,2026-03-28
19967,3200,1982,8,20972.56,2026-06-08
19968,3926,1409,11,141929.26,2024-02-02
19969,9103,2057,13,86071.57,2025-11-28
19970,9416,1779,16,317993.92,2025-04-07
19971,4059,4529,13,613925.26,2025-11-20
19972,3385,2954,11,27900.51,2024-12-12
19973,6763,2844,11,361163.33,2024-05-30
19974,1666,4110,14,206141.18,2025-09-10
19975,283,1313,12,583106.52,2024-03-17
19976,4657,1708,11,40506.95,2025-01-27
19977,2981,4461,18,8877.24,2026-06-10
19978,7066,4120,18,232741.62,2026-04-19
19979,6836,1424,8,65382.0,2024-02-17
19980,2352,3562,13,371538.31,2024-08-09
19981,1644,3046,16,66333.76,2026-04-29
19982,7501,314,19,491722.28,2025-04-16
19983,8397,2448,13,584352.08,2024-02-08
19984,5418,4786,3,105378.99,2025-08-29
19985,2506,1418,18,739197.0,2025-09-06
19986,3555,4206,6,190507.02,2025-05-25
19987,8097,4013,16,285228.32,2025-01-15
19988,5069,4358,14,95120.06,2025-06-09
19989,410,2639,17,405459.35,2024-03-12
19990,1317,2382,13,430704.56,2025-03-03
19991,8825,4715,17,736462.78,2025-08-10
19992,8935,699,5,248860.5,2025-05-18
19993,8066,2787,1,48473.19,2025-01-05
19994,4246,4116,20,327300.2,2024-06-22
19995,6906,763,13,235507.61,2024-10-13
19996,6826,3820,17,510864.96,2024-02-08
19997,1894,3307,10,339364.7,2025-02-22
19998,6661,4694,19,465633.19,2024-02-05
19999,1981,4371,15,742467.3,2024-12-04
20000,7798,1699,13,356432.31,2025-10-28
20001,2597,461,18,365643.72,2025-08-06
20002,8774,4267,1,15511.84,2024-12-12
20003,3878,3781,16,136180.64,2024-11-03
20004,989,3511,4,77204.48,2025-03-04
20005,6517,1779,3,91679.49,2026-03-07
20006,763,2331,10,192184.3,2025-05-22
20007,6320,3180,4,113555.92,2024-10-03
20008,8140,1023,4,2397.52,2025-12-07
20009,2446,1679,14,242314.38,2024-03-06
20010,3846,2315,9,69584.58,2024-08-07
20011,1195,4223,19,38557.08,2024-04-01
20012,2263,179,18,643994.28,2024-02-26
20013,3197,3029,2,47204.38,2024-08-14
20014,26,1611,7,9736.3,2024-04-01
20015,8955,823,3,56208.45,2024-09-19
20016,5930,736,4,42414.84,2026-03-17
20017,9438,3668,3,148220.82,2025-04-10
20018,4134,1296,17,346800.68,2025-03-12
20019,4834,2487,16,784262.88,2025-08-16
20020,9088,3380,1,10463.21,2025-11-29
20021,6487,4549,19,452724.4,2025-01-01
20022,8993,1569,3,113334.06,2026-01-11
20023,3213,192,4,80524.6,2025-09-25
20024,9004,2455,2,83358.6,2025-05-19
20025,6295,2441,1,25201.63,2025-10-23
20026,7328,2566,3,132798.66,2025-10-06
20027,165,4151,10,4534.4,2025-12-02
20028,5257,316,15,62511.75,2024-04-11
20029,4291,3070,18,766584.0,2025-03-06
20030,2051,1513,6,177005.4,2024-10-02
20031,8242,18,6,285774.72,2025-05-20
20032,8578,2089,14,287324.8,2024-08-20
20033,8848,4611,5,34070.8,2025-06-29
20034,6855,2031,14,572745.32,2025-06-05
20035,9940,699,19,441201.09,2024-06-23
20036,96,2246,12,338493.84,2024-05-13
20037,2035,364,11,333355.44,2025-05-19
20038,3359,1285,18,497619.54,2025-10-10
20039,3379,2891,2,58245.5,2025-06-24
20040,9615,1412,19,487292.24,2024-05-01
20041,869,79,1,42190.28,2025-09-26
20042,2917,80,17,726684.38,2025-12-19
20043,9380,1753,3,105118.44,2024-01-05
20044,982,626,12,134640.96,2024-10-30
20045,2862,1091,12,441177.72,2024-10-14
20046,9936,1398,5,40664.1,2025-11-27
20047,9921,2850,14,389463.48,2024-06-28
20048,761,3936,15,257392.65,2025-10-06
20049,8402,3892,8,107908.72,2024-05-22
20050,9452,2126,13,330750.29,2025-04-24
20051,8069,774,15,272976.3,2024-05-11
20052,9487,1291,1,4350.6,2024-12-07
20053,4926,4614,12,278702.04,2026-03-13
20054,1881,611,18,805289.4,2024-04-21
20055,4475,1864,1,14191.06,2024-07-18
20056,1454,3761,17,433303.14,2026-05-16
20057,6496,3332,15,197262.6,2026-03-09
20058,7607,2952,20,509586.0,2025-10-13
20059,7149,1900,14,124627.86,2024-03-29
20060,4444,3690,15,138760.5,2025-04-01
20061,1276,4072,8,333552.32,2024-05-06
20062,9961,4153,13,519471.55,2024-11-24
20063,8686,4311,8,8266.56,2025-04-26
20064,4444,957,14,339997.98,2025-07-01
20065,1268,3586,19,550043.35,2024-05-27
20066,2868,2571,5,163950.55,2024-08-04
20067,1437,2964,8,390137.12,2024-02-03
20068,1279,4625,9,175113.27,2024-07-29
20069,8201,3573,20,537844.2,2025-07-13
20070,8168,4783,20,336306.6,2024-10-15
20071,3743,670,18,746205.84,2024-02-01
20072,3571,2884,4,183115.44,2025-11-18
20073,2549,3648,4,83790.48,2024-12-01
20074,9836,4447,10,91684.2,2025-09-11
20075,7984,1479,10,83149.7,2024-04-19
20076,6603,1925,16,739204.48,2026-06-05
20077,5951,3218,14,430377.08,2024-06-11
20078,524,3928,4,28904.8,2024-09-18
20079,7768,2122,4,61354.04,2025-08-28
20080,8345,78,20,687059.6,2025-02-02
20081,3811,4171,7,154807.1,2024-10-27
20082,8275,2750,6,1065.96,2024-07-15
20083,8049,929,20,933516.4,2026-02-19
20084,780,685,13,427179.61,2025-06-25
20085,5697,4944,14,3319.26,2025-11-05
20086,2819,2121,5,36663.7,2024-08-19
20087,4234,72,6,1767.0,2024-11-19
20088,3253,1724,16,533550.88,2024-10-11
20089,7615,523,12,43265.28,2025-01-13
20090,7088,603,5,141352.55,2024-12-22
20091,3031,457,1,46598.73,2025-12-19
20092,350,1398,17,372166.38,2024-06-24
20093,666,4274,2,89356.08,2024-11-28
20094,9532,3698,2,36827.32,2025-09-02
20095,4704,2576,14,274716.4,2025-05-31
20096,4818,391,16,199254.88,2026-01-08
20097,7236,4541,2,74357.22,2025-08-19
20098,278,4567,19,710297.71,2026-04-07
20099,3813,4591,11,274825.54,2024-08-30
20100,2868,2066,13,152316.71,2024-05-24
20101,3915,3294,14,423605.28,2026-02-05
20102,2313,3200,2,83603.2,2024-06-24
20103,3979,4702,17,171167.73,2025-01-01
20104,5521,4750,1,166.81,2025-05-05
20105,9278,1207,20,9169.4,2025-07-16
20106,2134,4186,11,357677.76,2025-07-13
20107,9274,4155,10,17366.8,2025-07-18
20108,6572,2233,17,332948.57,2024-07-22
20109,6675,280,18,76819.86,2025-06-21
20110,1323,932,17,88898.27,2025-02-26
20111,2288,3913,3,25889.19,2025-10-21
20112,7448,1891,8,197977.84,2025-01-10
20113,8227,466,8,14524.64,2026-03-20
20114,2381,1132,2,10441.22,2024-04-21
20115,5402,4807,5,33872.6,2024-07-28
20116,4151,1622,5,240555.35,2025-12-15
20117,4277,1189,19,200253.35,2024-06-25
20118,7416,4224,13,146750.11,2025-07-08
20119,2800,1577,18,577416.96,2026-05-08
20120,1752,4609,17,611871.82,2025-06-27
20121,8544,4714,5,179351.15,2026-04-19
20122,4536,2234,7,85230.95,2025-08-23
20123,6144,2123,15,124348.05,2026-01-05
20124,5154,805,3,66253.44,2026-05-08
20125,3072,156,16,523763.04,2025-05-06
20126,7594,2004,5,71109.45,2024-01-22
20127,4395,319,15,266742.3,2025-09-30
20128,2952,2960,16,512367.36,2025-09-03
20129,476,4252,1,24561.03,2025-05-27
20130,5137,2941,8,245609.44,2024-06-05
20131,2285,1437,15,663712.5,2025-11-04
20132,9389,3137,16,266473.76,2025-12-22
20133,2946,3346,17,704006.04,2024-02-09
20134,5972,2921,8,133206.32,2024-04-27
20135,1103,2000,4,147394.56,2024-01-29
20136,2360,3535,1,31703.52,2025-10-29
20137,7050,1897,1,25446.18,2025-03-13
20138,3434,1521,16,53307.52,2025-11-06
20139,59,3205,11,332508.66,2025-05-09
20140,3314,4576,17,332150.08,2025-11-07
20141,4953,3263,3,39136.71,2024-07-01
20142,7832,3655,14,524641.6,2026-05-26
20143,8336,2725,16,165458.88,2026-05-23
20144,8104,3939,12,406342.68,2024-11-18
20145,5046,1086,5,2849.95,2025-04-05
20146,862,745,19,22836.86,2024-07-24
20147,5237,1651,13,353907.45,2024-06-03
20148,1389,1366,12,103882.68,2024-12-19
20149,8216,211,16,504252.32,2024-07-31
20150,5246,1391,19,345904.5,2025-08-12
20151,1623,3170,10,400084.4,2024-03-13
20152,3723,4964,8,274756.24,2025-06-16
20153,1744,2923,5,91663.95,2026-06-03
20154,5091,1191,20,60641.0,2025-02-05
20155,2695,1054,17,699969.39,2024-05-22
20156,6685,453,8,335320.4,2024-01-02
20157,8683,559,18,327403.08,2025-01-06
20158,9580,583,11,387001.56,2024-06-20
20159,6971,4200,3,50129.67,2025-01-26
20160,2515,3367,3,52913.91,2026-03-22
20161,9282,4331,4,135565.44,2026-05-02
20162,7016,2252,15,397194.15,2025-04-25
20163,2782,1987,10,289617.6,2026-04-18
20164,5076,2852,10,459111.5,2025-11-14
20165,1020,2029,7,249324.32,2025-05-02
20166,7433,1407,1,21369.49,2024-03-25
20167,6741,2421,14,77039.06,2025-02-24
20168,4909,3411,3,109464.09,2024-06-27
20169,3501,3267,14,213615.92,2025-04-05
20170,5926,3988,20,680219.4,2026-04-02
20171,5383,1627,11,464399.1,2025-12-24
20172,228,1896,7,60719.12,2025-01-20
20173,7140,1842,8,110950.24,2026-01-15
20174,8935,1599,1,35825.39,2025-12-22
20175,4036,1731,20,323342.6,2025-12-17
20176,7308,3179,16,249084.0,2026-04-27
20177,8144,2895,18,251750.52,2026-05-22
20178,3453,4876,3,28114.5,2024-05-26
20179,9334,3974,19,842072.59,2025-10-07
20180,8173,1503,5,30024.25,2026-01-22
20181,3348,3481,18,258631.38,2025-06-15
20182,7047,2487,12,494491.92,2024-11-30
20183,9106,2738,9,115500.78,2025-10-01
20184,9338,2482,15,291992.55,2026-06-13
20185,6929,969,12,356602.68,2024-06-11
20186,4131,1342,19,784754.34,2024-10-23
20187,4300,163,11,386888.15,2026-06-08
20188,1277,1187,4,118231.08,2024-06-09
20189,2701,2735,1,32234.32,2025-03-27
20190,8520,1417,16,41356.64,2024-12-26
20191,4812,2120,1,23396.25,2025-01-02
20192,5804,230,12,499126.08,2024-03-30
20193,9175,2152,6,121233.96,2024-06-10
20194,7738,3474,20,631568.0,2024-06-24
20195,6126,4393,15,467723.25,2024-08-30
20196,8470,1164,13,531193.78,2025-08-21
20197,8753,3566,9,310214.07,2024-01-23
20198,737,2756,8,303950.24,2024-05-27
20199,7192,2431,1,7891.47,2026-06-04
20200,2708,1311,8,372061.44,2025-06-02
20201,9532,2462,12,74566.32,2025-10-04
20202,4754,1745,17,257029.12,2026-05-26
20203,9634,4770,12,202445.64,2026-03-06
20204,1789,3504,14,249344.2,2025-06-03
20205,4053,2294,20,477526.6,2025-04-18
20206,7274,2924,20,124910.4,2026-06-05
20207,9564,2805,2,39807.16,2024-09-16
20208,6362,1555,14,150118.36,2024-10-09
20209,5033,482,1,21110.94,2025-08-24
20210,623,1072,16,695092.96,2025-05-30
20211,1104,328,12,204688.08,2026-03-26
20212,7268,2856,11,92500.76,2024-04-15
20213,4881,4236,16,137032.32,2025-12-13
20214,8484,3122,18,860893.38,2025-12-29
20215,9863,552,10,260931.9,2025-01-28
20216,648,2237,3,109162.89,2025-11-17
20217,7152,4702,9,7313.58,2025-08-05
20218,2786,4824,6,180322.92,2026-03-16
20219,2605,551,18,94408.38,2024-11-24
20220,7612,143,14,113057.0,2025-04-20
20221,1858,2198,16,154263.36,2026-03-14
20222,3512,3535,15,25508.4,2024-10-16
20223,8897,3772,1,36930.81,2025-10-09
20224,8846,1627,4,184972.04,2025-05-24
20225,2845,1788,2,494.16,2025-10-11
20226,1879,3462,13,241821.32,2025-07-18
20227,10000,4507,4,60265.96,2024-01-23
20228,7243,1963,6,265204.02,2024-09-11
20229,819,1047,14,68951.12,2025-10-21
20230,7694,2149,2,17654.42,2025-05-03
20231,1785,2218,5,198865.35,2024-07-17
20232,2088,2851,9,217696.5,2025-09-10
20233,2058,3822,10,244455.1,2025-02-14
20234,1662,4123,14,682306.66,2024-05-23
20235,55,9,12,59490.0,2026-02-26
20236,3183,2218,1,1070.8,2026-02-05
20237,4245,3565,13,485389.71,2025-06-02
20238,3485,80,7,166099.08,2024-02-15
20239,4182,105,18,123544.08,2024-12-31
20240,1140,3016,6,128017.68,2025-07-22
20241,6983,1876,20,318057.8,2024-12-08
20242,2348,4162,1,15859.84,2026-03-24
20243,9506,2708,8,155789.04,2024-12-23
20244,515,2833,13,266390.02,2024-08-08
20245,6330,2281,5,157791.9,2025-04-30
20246,671,2271,20,460183.0,2026-04-24
20247,3941,2515,4,130347.12,2024-01-09
